Vault,Chain,Type,Month,Month Return (%),Cumulative Return (%),AUM ($),AUM Size, Total Debt, Total Gains
yvWETH 0.3.2 - ETH,ETH,ETH,mar/21,0.005006628725999995,0.005006628725999995,53843937.4329344,Over $50 million,28761.91153281,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,mar/21,-0.00010037576643162627,0.001882175213517412,895020.915596,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - ETH,ETH,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,mar/21,0.013114491322572919,0.03259963462364923,116873015.449246,Over $50 million,62280.25192409,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,mar/21,0.0027022537758965015,0.006711136116087424,1088345.1855531477,Under $10 million,4219607.893656064,0
yvUSDC 0.2.2 - ETH,ETH,Stable,mar/21,0.0,0.011919154791057096,28.048946,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvMIM 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvDOLA 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvFRAX 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,mar/21,0,0.0,0,Under $10 million,0,0
yvWETH 0.4.3 - FTM,FTM,ETH,mar/21,0,0.0,0,Under $10 million,0,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.4.3 - FTM,FTM,Stable,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.4.3 - FTM,FTM,BTC,mar/21,0,0.0,0,Under $10 million,0,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,mar/21,0,0.0,0,Under $10 million,0,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.3.0 - ETH,ETH,Stable,apr/21,0.008636455300140788,0.03249264535974228,460789394.79883355,Over $50 million,447170458.444658,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
st-yCRV 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,apr/21,0.018870389864352077,0.018870389864352077,159704324.4053097,Over $50 million,156771234.973847,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvLUSD 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,apr/21,0,0.0,2237755.99832927,Under $10 million,31.0688386589,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,apr/21,0,0.0,0,Under $10 million,0,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,apr/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.3.0 - ETH,ETH,Stable,apr/21,0.012190791007961055,0.04048349206375179,157047244.0910187,Over $50 million,156536612.442508,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,9632753.95837539,Under $10 million,9603232.015284,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,apr/21,0,0.0,0,Under $10 million,0,0
lp-yCRV 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,apr/21,0.006658365647999931,0.006658365647999931,20949349.125722498,Between $10 million and $50 million,387.8041880431,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,apr/21,0,0.0,52450.08459262,Under $10 million,0.961602107859,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,1082368.9955107153,Under $10 million,659975.6269680001,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,apr/21,0,0.0,5561520.73095867,Under $10 million,102.9605086691,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,apr/21,0.012081962371677024,0.02961243894376908,134703880.579422,Over $50 million,48497.52092354,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,apr/21,0,0.0,649636.282329,Under $10 million,197616.87768852,0
yvWBTC 0.3.5 - ETH,ETH,BTC,apr/21,0,0.0,99219124.17102876,Over $50 million,962.48476976,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,apr/21,0.00421762700477224,0.01426663911841164,769633.45711,Under $10 million,127790.78641513,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.2.2 - ETH,ETH,Stable,apr/21,0.0,0.012515106364689998,1631.4007132725,Under $10 million,2.09874751e-10,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,apr/21,0.0006589705599457929,0.0006589705599457929,177638495.69745076,Over $50 million,2123.64039111,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,apr/21,0,0.0,115705.74292487,Under $10 million,4049.50610829,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,apr/21,0,0.0,0,Under $10 million,0,0
yvTUSD 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvWETH 0.4.2 - ETH,ETH,ETH,apr/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.4.3 - ETH,ETH,Stable,apr/21,0,0.0,0,Under $10 million,0,0
yvsUSD 0.3.3 - ETH,ETH,Stable,apr/21,0.003186217369999911,0.003186217369999911,15472.62063567,Under $10 million,7167.927712643453,0
yvWETH 0.3.2 - ETH,ETH,ETH,apr/21,0.004140497617424188,0.009167856277735531,173600134.9411038,Over $50 million,57323.23085761792,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,apr/21,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,apr/21,0,0.0,6342265.68666275,Under $10 million,6084171.1030899,0
