Vault,Chain,Type,Month,APY (%)
st-yCRV 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,mar/21,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvUSDT 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,mar/21,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,mar/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,mar/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,mar/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,mar/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,mar/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,mar/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,mar/21,0.15855519305817012
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,mar/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,mar/21,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,mar/21,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,mar/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,mar/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,mar/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,mar/21,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,mar/21,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,mar/21,0.23253838474401078
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvWBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,mar/21,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,mar/21,0.12887870643406107
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,mar/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,mar/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,mar/21,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,mar/21,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,mar/21,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvTUSD 0.4.3 - ETH,ETH,Stable,mar/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,mar/21,0
yvUSDC 0.4.3 - ETH,ETH,Stable,mar/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,mar/21,0
yvWETH 0.3.2 - ETH,ETH,ETH,mar/21,0.06268887669674639
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,mar/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,mar/21,-0.0012213647247951709
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,mar/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,mar/21,0.17190162608429227
yvYFI 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,mar/21,0.03340057469822555
yvUSDC 0.2.2 - ETH,ETH,Stable,mar/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,mar/21,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,mar/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,mar/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,mar/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,mar/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,mar/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,mar/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,mar/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,mar/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,mar/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,mar/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,mar/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,apr/21,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,apr/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,apr/21,0.1143880439757885
yvCurve-UST 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,apr/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,apr/21,0
st-yCRV 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,apr/21,0.2654778946188252
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvUSDT 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,apr/21,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,apr/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,apr/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,apr/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,apr/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,apr/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,apr/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,apr/21,0.16486991738549484
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,apr/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,apr/21,0.08717359424262106
yvLINK 0.4.2 - ETH,ETH,Altcoin,apr/21,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,apr/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,apr/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,apr/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,apr/21,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,apr/21,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,apr/21,0.16329350128594
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvWBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,apr/21,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,apr/21,0.05443754249338695
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,apr/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,apr/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,apr/21,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,apr/21,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,apr/21,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,apr/21,0.00833122995507507
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,apr/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvTUSD 0.4.3 - ETH,ETH,Stable,apr/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,apr/21,0
yvUSDC 0.4.3 - ETH,ETH,Stable,apr/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,apr/21,0.040878678865974516
yvWETH 0.3.2 - ETH,ETH,ETH,apr/21,0.05341800583774625
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,apr/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,apr/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,apr/21,0.013301394555066182
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,apr/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,apr/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,apr/21,0.11837246028573722
yvYFI 0.4.3 - ETH,ETH,Altcoin,apr/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,apr/21,-0.007843344838711408
yvUSDC 0.2.2 - ETH,ETH,Stable,apr/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,apr/21,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,apr/21,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,apr/21,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,apr/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,apr/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,apr/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,apr/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,apr/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,apr/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,apr/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,apr/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,apr/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,apr/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,apr/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,may/21,0.0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,may/21,0.004083984463478796
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,may/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,may/21,0.1139762942249718
yvCurve-UST 0.3.5 - ETH,ETH,Stable,may/21,0.026801260913517977
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,may/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,may/21,0.01550892080338273
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,may/21,0.004908644014589569
st-yCRV 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,may/21,0.11514099168713932
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,may/21,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,may/21,0.05328736391094857
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,may/21,0.08457599694147211
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,may/21,0.0029714821368485023
yvUSDT 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,may/21,0.01981969846227205
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,may/21,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,may/21,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,may/21,0.11145191166737778
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,may/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,may/21,0
yUSD 0.3.5 - ETH,ETH,Stable,may/21,0.007482470440427935
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,may/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,may/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,may/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,may/21,0.016560593497197962
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,may/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,may/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,may/21,0.1414447359756934
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,may/21,0.3389470136469903
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,may/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,may/21,0.10341200771975423
yvLINK 0.4.2 - ETH,ETH,Altcoin,may/21,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,may/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,may/21,0.0874533694390045
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,may/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,may/21,0.06441369736091151
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,may/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,may/21,0.0879820599323311
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,may/21,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,may/21,0.01599784240609181
yvCurve-3pool 0.3.5 - ETH,ETH,Other,may/21,0.031157656706227055
yvRAI 0.4.2 - ETH,ETH,Altcoin,may/21,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,may/21,0.04045703568413361
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,may/21,0.01790828304214087
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,may/21,0.0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,may/21,0.08839860613044492
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,may/21,0.27490167491688045
yvWBTC 0.3.5 - ETH,ETH,BTC,may/21,0.01704876882666273
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,may/21,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,may/21,0.07672096760836711
yv1INCH 0.3.2 - ETH,ETH,Altcoin,may/21,0.10747140526937615
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,may/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,may/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,may/21,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,may/21,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,may/21,0.032639948544992414
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,may/21,0.04829798349760939
yvYFI 0.3.2 - ETH,ETH,Altcoin,may/21,0.009738388132920273
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,may/21,0.1666976598548917
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,may/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,may/21,0.004753295720097528
yvTUSD 0.4.3 - ETH,ETH,Stable,may/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,may/21,0
yvUSDC 0.4.3 - ETH,ETH,Stable,may/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,may/21,0.09315679467100768
yvWETH 0.3.2 - ETH,ETH,ETH,may/21,0.033452465760281935
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,may/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,may/21,0.1266593326879828
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,may/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,may/21,4.855403565873218e-07
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,may/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,may/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,may/21,0.07942931650764162
yvYFI 0.4.3 - ETH,ETH,Altcoin,may/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,may/21,0.03311361367050303
yvUSDC 0.2.2 - ETH,ETH,Stable,may/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,may/21,0.11137375164657115
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,may/21,0.008200532890388912
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,may/21,0.0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,may/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,may/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,may/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,may/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,may/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,may/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,may/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,may/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,may/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,may/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,may/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.013093368472869793
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jun/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jun/21,0.09450910231207321
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jun/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jun/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,jun/21,0.05935219190360819
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jun/21,0.11246226090375
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jun/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.027133183803510263
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jun/21,0.22596131355229554
st-yCRV 0.4.3 - ETH,ETH,Other,jun/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jun/21,0.07130550029126281
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jun/21,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jun/21,0
